ID;Title;Abstract
131;Agriculture-Crop Recommendation System Based on Productivity and Season;India is an husbandry grounded frugality whose utmost of the GDP comes from husbandry. The provocation of this design comes from the adding self-murder rates in growers which may be due to low crop in crops. Climate and other environmental changes have come a major trouble in the husbandry field. Machine literacy is an essential approach for achieving practical and effective results for this problem. Predicting yield of the crop from literal available data like Rainfall, soil, downfall parameters and major crop yield. We achieved this using the machine learning algorithm. We did a relative study of colorful machine learning algorithms, i.e., ANN, K Nearest Neighbour, Random Forest, SVM and Linear Retrogression and chose Random Forest Algorithm which gave an delicacy of 95. In this design a mobile operation has been developed which predicts the crop yield in general and also for a particular crop. Along with that, it also suggests the stoner if it is the right time to use the toxin or not.
132;A Personalized Matching System for Management Teaching Resources Based on Collaborative Filtering Algorithm;"To realize education informatization, it is highly necessary to recommend teaching resources to students that can enhance their learning interest and improve teaching quality. This paper develops a personalized matching system for management teaching resources based on collaborative filtering (CF) algorithm. Firstly, the authors set up a user interest model, designed the flow and algorithm for personalized matching, and improved the similarity calculation method. Next, a personalized recommendation algorithm was developed based on the CF, and a personalized matching engine was constructed with the aid of Apache Mahout. The experimental results show that the proposed CF algorithm can effectively improve the recommendation quality, and push personalized teaching resources to each user; the learners are highly satisfied with the personalized matching system. The research results shed new light on personalized recommendation of teaching resources, opening up a new way to education informatization."
133;Ontology-Based Recommender System for a Learning Sequence in Programming Languages;The same learning process in educational systems could be boring and time consuming for some learners. This problem arises from the lack of personalized learning sequence for learners with different knowledge level. Recommender systems play an important role in assisting the learners to find suitable learning materials and personalized learning sequence. Use of ontology for knowledge representation in knowledge-based recommender systems would facilitate sharing, reuse and common terminology. Since programming concepts have logical relationships among together so, traditional education systems are more stressful and very time-consuming. This paper aims to propose an ontology-based recommender system to present a Personalized Learning Sequence in Programming (PLSP) domain which is depended to learner's knowledge level. A recommender module and, the knowledge base module are integrated together in the proposed framework. The recommender module as the main module in the framework, has three stages which is working based on semantic rules and ontology representation. Evaluation of the system was carried out by comparing the non-recommender system (web-based search) using 32 ICT respondents. Results demonstrate that the participants who used the proposed system spent 1119 seconds to find the suitable learning path in comparison to those who used a non-recommender system (3480 seconds) in the same learning material. It means that learners who follow learning path with PLSP, are more suitable for them. Furthermore, the average mean value of usability test is 4.47, (5 maximum scale) which indicates that the system proved to be useful, was easy to use, and satisfied the users.
134;Gender differences and transferring knowledge in database modeling;"Background and ContextGender research shows that women are better at reading comprehension. Other studies indicate a lower tendency in women to choose STEM professions. Since data modeling requires reading skills and also belongs in the areas of information systems and computer science (STEM professions), these findings provoked our curiosity.ObjectiveComparing student modeling errors across different error categories; Finding out whether learning the notations of one type of modeling, class diagram (CD), leads to fewer modeling errors in the next type, entity-relationship diagram (ERD); Finding out whether the reading advantage of women would manifest within a STEM activity of database modeling.MethodWe conducted a within-subject design experiment with college students. We manipulated the modeling type, which is a CD or an ERD, and observed its impact on the type and number of errors in modeling tasks.FindingsCertain modeling aspects that are at a higher level of abstraction are much more prone to errors. Male students made more errors. There is a learning effect from one type of model to the other. Female students had much more significant learning from one model to the other.ImplicationsEducators should invest time and effort into applying modeling activities where the error rate is higher. Since female students have an advantage over male students in several modeling aspects, it is further proof that female students' lack of propensity for the STEM professions is based on a perceptual barrier regarding their ability to succeed and not on an inferiority in these domains."
135;Agri Farm: Crop and Fertilizer Recommendation System for High Yield Farming Using Machine Learning Algorithms;Farmers have had a tough time selecting the correct crop for the correct season in recent years due to quick and abrupt changes in weather conditions. They eventually cannot produce enough to feed their family, forcing them to make decisions such as committing suicide. A crop and fertilizer recommendation system solves this problem by assessing several characteristics in the soil, such as nitrogen, phosphorus, and potassium levels, as well as temperature, humidity, pH, and rainfall, and predicting the best crop for a specific field It can also predict the most suitable fertilizer if the soil nutrients are low for a specific crop based on the above parameters and also soil type, moisture content in soil. Machine learning algorithms such as K-Nearest Neighbor (KNN), Random Forest (RF), Naive Bayes and Decision Tree are employed for the crop prediction.
136;Beyond Good AI: The Need for Sound Learning Theories in AIED;I nudge reevaluation of the idea that artificial intelligence for education (AIED) is merely about using artificial intelligence (AI) tools to automate understanding and responding to learning processes. Instead, I advocate for a human-centered approach to AIED that emphasizes the importance of personal connections, relationship-building, and scaffolding that goes beyond simplifying tasks to push students in their critical thinking. This approach calls for curating multimodal data from ecologically valid learning settings to train AIED systems, and maintaining flexibility in expectations around rational learner behavior when analyzing data from such systems. Given that the definition of good AIED is often discipline-specific and influenced by the underlying pedagogical models of student learning, the article calls on learning sciences researchers to integrate their complementary yet often competing theoretical lenses in rigorously studying AI-supported learning phenomena at scale.
137;Supporting knowledge monitoring ability: open learner modeling vs. open social learner modeling;Research has demonstrated that people generally think both their knowledge and performance levels are greater than they are. Although several studies have suggested that knowledge and progress visualization offered by open learner modeling (OLM) technology might influence students' self-awareness in a positive way, insufficient evidence exists to show that this is the case. This paper examines the effects of open learner modeling and its extension with social comparison features, known as open social learner modeling (OSLM), on students' knowledge monitoring abilities. We report the results of two semester-long classroom studies, using subjects who were undergraduate and graduate students in Java Programming and Database Management courses at the University of Pittsburgh. During their studies, the students were able to use different versions of an online practice system equipped with both OLM and OSLM. The students' knowledge monitoring abilities were examined in two ways: through absolute and relative assessments. According to the results, although in both OLM and OSLM groups the students' absolute knowledge monitoring ability increased during the semester-long study, relative self-assessment ability (i.e., their ability to compare their own knowledge levels with the knowledge levels of their peers) only increased in the OSLM group. The authors also traced relationships between the students' academic achievement and their absolute and relative knowledge monitoring abilities.
138;Towards an Approach Based on Adjusted Genetic Algorithms to Improve the Quantity of Existing Data in the Context of Social Learning;In the current era, multiple disciplines struggle with the scarcity of data, particularly in the area of e-learning and social learning. In order to test their approaches and their recommendation systems, researchers need to ensure the availability of large databases. Nevertheless, it is sometimes challenging to find-out large scale databases, particularly in terms of education and e-learning. In this article, we outline a potential solution to this challenge intended to improve the quantity of an existing database. In this respect, we suggest genetic algorithms with some adjustments to enhance the size of an initial database as long as the generated data owns the same features and properties of the initial database. In this case, testing machine learning and recommendation system approaches will be more practical and relevant. The test is carried out on two databases to prove the efficiency of genetic algorithms and to compare the structure of the initial databases with the generated databases. The result reveals that genetic algorithms can achieve a high performance to improve the quantity of existing data and to solve the problem of data scarcity.
139;Towards an Evolution of E-Learning Recommendation Systems: From 2000 to Nowadays;In e-learning, recommendation systems have proven to be highly efficient for improving learners' performance and knowledge. They can manage the different pedagogical resources and simplify the workload for the instructor and learners as well. Throughout the years, recommendation systems in e-learning have witnessed a major evolution since the 2000s. Several aspects have been developed, including techniques involved, test data (...). In this respect, this paper analyses the evolution of recommendation systems in e-learning since 2000 with a focus on the evolution sides. It furthermore addresses areas not fully addressed to date. A set of recommendation systems is identified and then analysed in order to define techniques used, as well as algorithms deployed.
140;Identification of Malicious Injection Attacks in Dense Rating and Co Visitation Behaviors;Personalized recommender systems are pervasive in different domains, ranging from e-commerce services, financial transaction systems to social networks. The generated ratings and reviews by users toward products are not only favourable to make targeted improvements on the products for online businesses, but also beneficial for other users to get a more insightful review of the products. In reality, recommender systems can also be deliberately manipulated by malicious users due to their fundamental vulnerabilities and openness. However, improving the detection performance for defending malicious threats including profile injection attacks and covisitation injection attacks is constrained by the challenging issues. Various styles of malicious attacks in real-global facts coexist, it's far hard to stability the commonality and speciality of score behaviors in phrases of correct detection and score behaviors between attackers and anchor customers because of the consistency of assault intentions are extraordinarily similar. To stumble on this assault an green device getting to know algorithm has been carried out which evaluation massive datasets for powerful detection of assault. Parameters which can be to be had in datasets which include Docid, Label,Rating, Verified\_ Purchase, Product\_Category,Product\_Id,Product\_Title,Review\_Title And Review\_Text. Based at the dataset whether or not the product is bought with the aid of using unique person is proven and the overview is associated with wonderful or poor are analyzed in case the person is real. If a faux customers supplying score or overview will be diagnosed correctly with the aid of using Naive bayes classifier. Hence our technique protects person non-public records loss and misbehaving activities. Our proposed technique achieves most overall performance as compared to different current to be had methods.
141;Personality aware Product Recommendation System based on User Interests Mining and Meta path Discovery;Any contemporary online retail or social network platform must have a recommendation mechanism. Traditional product recommendation systems have two key flaws: redundant recommendations and an unpredictable response to new products (cold start). Since the old recommendation algorithms depend only on historical purchase behaviour to propose new things, these drawbacks are inevitable. Personal characteristics of the user, such as personality traits and areas of interest, might be used to reduce the ``cold start '' and eliminate redundant recommendations. Meta-Interest, a personality-aware product recommendation system based on user interest mining and meta-path discovery, has been proposed in this study. If the user's history does not include these or comparable things, Meta-Interest can anticipate the user's interest and the objects linked with this interest. Analyzing the user's interests and then recommending things that match those interests is how this is done. Two components of the suggested system take into account the user's personality features: it predicts his areas of interest based on those qualities and it matches the user's personality facets with the objects that go along with those facets. Deep-learning recommendation systems and session-based recommendation systems were put up against the suggested system. The experimental findings suggest that the proposed strategy may improve the accuracy and recall of the recommendation system, particularly in cold start situations.
142;Teaching tactics supporting beginner modelling in upper secondary;During lesson implementation teachers employ teaching tactics to facilitate student modelling. Teaching tactics refer to the specific in-the-moment pedagogical purpose of teachers' actions rather than how they are undertaken. Research at upper secondary level is required to determine how teaching tactics underpin the enactment management tactics of student groups learning to model independently in regular classes. The research questions addressed in this study are: (1) What evidence is there for specific teaching tactics being used by upper secondary mathematics teachers as they implement mathematical modelling tasks with Year 11 students working in small groups in their regular classes? (2) Based on student response to use of specific teaching tactics, what was the uptake of support and consequences for their modelling? We analysed data, purposively selected from 11 modelling implementations by 5 Year 11 teachers. Nine teaching tactics, previously identified in a Year 10 modelling classroom, were applied by the teachers. Two of three tactics associated with developing students' anticipatory capabilities were used sparingly, but all teachers promoted foreshadowing and feeding back. Analysis of student responses and uptake of support showed most tactics were applied but not all readily taken up by groups to manage their modelling.
143;Evaluating Machine Learning Models for Healthcare Services Efficiency;The article is dedicated to the problem of assessing the quality of healthcare using machine learning algorithms. It is proposed to evaluate categorical term ``healthcare quality '' as discrete variable on the basis of data on treatment result, provided by one of the major hospitals in Russia. Preliminary analysis of both dependent and explanatory variables is provided. The statistics of results of treatment depending on the age and gender of patients are analyzed. The necessity of reducing the initial dataset is justified. The ways of correction the imbalance in dataset is proposed, such as SMOTE and Tomek Links On the basis of corrected data ordered logit and Random Forest models were designed. The comparative analysis of various models is presented. The drawbacks of each model are explained. The ordered logit model on balanced data allowed to determine factors, that have greatest positive impact on the treatment result as well as Random Forest model made the predictions as accurate as it is possible. On the basis of results obtained, the recommendations to improve the healthcare efficiency in the framework of particular hospital are made.
144;Students' Struggles with Emi in Kazakhstan, Universities;Introduction. Fascination with English medium instruction (EMI) is fast growing in higher education institutions in non-native English-speaking countries, including Kazakhstan. The Kazakhstani government adopted a trilingual education policy in 2007 and the Bologna Process in 2010. Both these initiatives motivated universities to offer academic programmes in the English language. As a result, EMI programmes are offered in over 70 higher education institutions across Kazakhstan. In addition, there are four major Kazakhstani universities which offer academic programmes in English only. Despite the increase in the number of EMI programmes, there is a lack of empirical evidence about the difficulties and challenges faced by students in the EMI programmes. Aim. The present study aimed to investigate the nature, forms, and levels of challenges graduate students face in academic reading and writing in English and the way they cope with these challenges. The study was conducted with graduate students and faculty in 10 selected Kazaklistani universities, which offer academic programmes in EMI. Research methodology and methods. The study is based on a mixed-method design, involving an online survey and semi-structured interviews. The closed-ended questions have been analysed using SPSS software (Statistical Package for the Social Sciences). The grounded theory analysis was utilised to scrutinise open-ended questions and interview transcripts. Results and scientific novelty. The study's results indicated two major challenges faced by graduate students in academic reading and writing: the personal-psychological challenge and sociological challenge. The first challenge includes students' previous academic backgrounds, exposure, and learning experiences. The second challenge is related to English academic culture and students' worldviews, concepts, and values about English as a language and medium of instruction. As a result, graduate students experienced a lack of vocabulary, inadequate academic literacy skills, unfamiliarity with academic writing styles in English, and lack of skills to synthesise reading materials. Practical significance. Hence, this study recommends systematising English language programmes across secondary and higher education institutions to help students acquire advanced English language proficiency. Also, the study results suggest that local faculty members should be trained according to international standards in terms of their English language skills and innovative teaching methods.
145;Personality-based tailored explainable recommendation for trustworthy smart learning system in the age of artificial intelligence;In the age of artificial intelligence (AI), trust in AI systems is becoming more important. Explainable recommenders, which explain why an item is recommended, have recently been proposed in the field of learning technology to improve transparency, persuasiveness, and trustworthiness. However, the methods for generating explanations are limited and do not consider the learner's cognitive perceptions or personality. This study draws inspiration from tailored intervention research in public health and investigates the effectiveness of personality-based tailored explanations by implementing them for the recommended quizzes in an explainable recommender system. High school students (n = 217) were clustered into three distinct profiles labeled Diligent (n = 77), Fearful (n = 72), and Agreeable (n = 68), based on the Big Five personality traits. The students were divided into a tailored intervention group (n = 106) and a control group (n = 111). In the tailored intervention group, personalized explanations for recommended quizzes were provided based on student profiles, with explanations based on quiz characteristics. In the control group, only non-personalized explanations based on quiz characteristics were provided. An 18-day A/B experiment showed that the tailored intervention group had significantly higher recommendation usage than the control group. These results suggest that personality-based tailored explanations with a recommender approach are effective for e-learning engagement and imply improved trustworthiness of AI learning systems.
146;Evaluating the Effectiveness of Bayesian Knowledge Tracing Model-Based Explainable Recommender;Explainable recommendation, which provides an explanation about why a quiz is recommended, helps to improve transparency, persuasiveness, and trustworthiness. However, little research examined the effectiveness of the explainable recommender, especially on academic performance. To survey its effectiveness, the authors evaluate the math academic performance among middle school students (n=115) by giving pre- and post-test questions based evaluation techniques. During the pre- and post-test periods, students were encouraged to use the Bayesian Knowledge Tracing model based explainable recommendation system. To evaluate how well the students were able to do what they could not do, the authors defined growth rate and found recommended quiz clicked counts had a positive effect on the total number of solved quizzes (R=0.343, P=0.005) and growth rate (R=0.297, P=0.017) despite no correlation between the total number of solved quizzes and growth rate. The results suggest that the use of an explainable recommendation system that learns efficiently will enable students to do what they could not do before.
147;Explainable eBook recommendation for extensive reading in K-12 EFL learning;An automatic recommendation system for learning materials in e-learning addresses the challenge of selecting appropriate materials amid information overload and varying self-directed learning (SDL) skills. Such systems can enhance learning by providing personalized recommendations. In Extensive Reading (ER) for English as a Foreign Language (EFL), recommending materials is crucial due to the paradox that learners with low SDL skills struggle to select suitable ER resources, despite ER's potential to improve SDL. Additionally, determining the difficulty level of ER materials and assessing learners' progress remains challenging. The system must also explain its recommendations to foster motivation and trust. This study proposes a mechanism to estimate the difficulty of ER materials, adapted to learner preferences, using information retrieval techniques, and an explainable recommendation system for English materials. An experiment was conducted with 240 Japanese junior high school students in an ER program to assess the accuracy of difficulty estimation and identify learner characteristics receptive to the recommendations. While the recommendations did not significantly impact learners' English skills or motivation, they were positively received. A strong relationship was found between the use and acceptance of recommendations and learners' motivation. The study suggests that although the system did not increase overall motivation, it has potential to further enhance the motivation of naturally motivated learners.
148;Generative artificial intelligence in education: A topic-based bibliometric analysis;Information and communication technologies have transformed education, driving it towards intelligent teaching and learning. With the rise of generative artificial intelligence (AI), represented by tools such as ChatGPT, there is also a growing body of literature on generative AI in education. In this study, we searched the Scopus, ERIC, and Web of Science databases as well as the proceedings of the International Conference on Artificial Intelligence in Education and the International Conference on Educational Data Mining. These searches yielded 1,158 papers that we subjected to topic modelling analysis, the Mann-Kendall trend test, and keyword analysis to comprehensively review the evolving trends and dynamics of generative AI in education, active publication sources and authors, major research topics in generative AI education, and potential directions for cross-thematic research. We analysed the trends of keywords and relevance during different sub-periods. Topic modelling enabled us to classify all abstracts of the reviewed papers into 12 topics and identify the tendency of each topic. The topics included predicting student performance, learning tutoring systems, generative AI and AI literacy, writing/essay automated grading, chatbot-based learning/assessment, gamified/game-based learning \& AI learning environments, emotional engagement, automatic feedback, question generation, generative AI use in peer assessment, personalised recommendation system, and simulation-based study environment. Finally, a heat map and a hierarchy cluster provided information about the correlations between topics and the potential integration of different research directions for generative AI in education, offering a reference for future research.
149;Co-ML: Collaborative Machine Learning Model Building for Developing Dataset Design Practices;Machine learning (ML) models are fundamentally shaped by data, and building inclusive ML systems requires significant considerations around how to design representative datasets. Yet, few novice-oriented ML modeling tools are designed to foster hands-on learning of dataset design practices, including how to design for data diversity and inspect for data quality. To this end, we outline a set of four data design practices (DDPs) for designing inclusive ML models and share how we designed a tablet-based application called Co-ML to foster learning of DDPs through a collaborative ML model building experience. With Co-ML, beginners can build image classifiers through a distributed experience where data is synchronized across multiple devices, enabling multiple users to iteratively refine ML datasets in discussion and coordination with their peers. We deployed Co-ML in a 2-week-long educational AIML Summer Camp, where youth ages 13-18 worked in groups to build custom ML-powered mobile applications. Our analysis reveals how multi-user model building with Co-ML, in the context of student-driven projects created during the summer camp, supported development of DDPs including incorporating data diversity, evaluating model performance, and inspecting for data quality. Additionally, we found that students' attempts to improve model performance often prioritized learnability over class balance. Through this work, we highlight how the combination of collaboration, model testing interfaces, and student-driven projects can empower learners to actively engage in exploring the role of data in ML systems.
150;Personal learning material recommendation system for MOOCs based on the LSTM neural network;"Massive open online courses (MOOCs; online courses delivered over the Internet) enable distance learning without time and place constraints. MOOCs are popular; however, active participation level among students who take MOOCs is generally lower than that among students who take in -person courses. Students who take MOOCs often lack guidance, and the courses often fail to provide personalized learning materials. Artificial intelligence (AI) has been applied to manage increasing amounts of learning data in learners' online activity records. Driven by the trend in big data, AI technology has drawn increasing attention in various fields. AI -based recommendation systems (RSs) are powerful tools for improving resource acquisition through supply customization, and they can provide personalized learning materials as study guides. In this study, a personalized learning path for MOOCs based on long short-term memory (LSTM) was proposed to meet students' personal needs for learning. According to students' video -watching behaviors, we proposed an MOOC material RS that identifies students with similar learning behaviors through clustering and then uses the clustering results and the learning paths of each group of students to construct an LSTM model to recommend learning paths. The system's learning path recommendations can effectively improve the online participation of learners, and students who received recommendations progressed from the slow -progress group to the medium -progress or fast -progress group. In addition, the learning attitude questionnaire results indicated that the proposed system not only motivated learners to continue learning and achieve high learning capacity but also supported their study planning according to their individual learning needs."
151;Learner Perceptions of AI-Powered Learning Portfolios and Personalized Material Recommendation Mechanisms in Reinforcement Learning Algorithms;The COVID-19 pandemic necessitated alternative pedagogical approaches, with online autonomous learning courses emerging as a viable method for compiling learning portfolios. Consequently, online autonomous learning has garnered increasing scholarly attention. Embodying principles of openness and transcending temporal and spatial constraints, online courses afforded global learners opportunities for continued education during the pandemic. Online courses facilitate enhanced online interaction among students and teachers and allow students to control their learning experience (learner autonomy) and pace. Nevertheless, online autonomous learning presents fundamental challenges. Notably, in the absence of direct teacher and teaching assistant supervision, online autonomous learning tends to lead to lower completion rates and higher dropout rates, concerns currently under investigation by numerous researchers. In contrast to traditional teacher-centered models, online autonomous learning courses prioritize self-directed learning. Learners independently establish learning objectives and strategies commensurate with their personal learning levels to master course content. Through a series of instructional videos, in-class exercises, discussion forums, and other interactive features, an appropriate self-regulated learning mechanism was developed to guide learners toward effective autonomous learning. The exponential growth of big data in recent years has positioned artificial intelligence as focal point of inquiry across various fields. Machine learning has catalyzed substantial advancements in the field of data science. The accumulation of extensive learning generates substantial volumes of structured and unstructured data, including the personal information of learners and various learning metrics. A growing body of research advocates for the use of data analytics as a viable method to optimize online and adaptive learning processes. Learning diagnosis entail learners' self-assessment of requisite capabilities for learning tasks and comparative analyses of capabilities against domain expert-established concept structures by employing relevant question parameters, such as difficulty and discrimination. To facilitate this, an automated artificial intelligence material recommendation mechanism was developed, underpinned by several machine learning models. By observing online user learning behavior patterns, learning data and indicators were formulated, enabling the analysis of various online learning behaviors (e.g., watching videos and answering practice questions) and the generation of learning processes that can be viewed by learners. A practice question recommendation mechanism combined with an instant messaging application (LINE) was designed, leveraging teacher-created knowledge maps to assess students' mastery of concepts. Zimmerman's cyclical model of self-regulation served as the foundational framework for the recommendation mechanism. A quasiexperimental research design was employed. Participants were recruited from a calculus course taught at a university in northern Taiwan. An experimental group used reinforcement learning - recommended practice questions for self-evaluation, and a control group received randomly assigned questions. Significant improvements in scores were observed in the experimental group, and greater learning stickiness was observed compared with the control group. Consistent percentile rank increases following practice question completion suggest the system's capacity to deliver personalized recommendations on the basis of individual differences, thereby facilitating concept-specific feedback and adaptive learning. This, in turn, fostered increased teacher-student interaction, mitigated learner isolation, and increased learning motivation, thereby strengthening self-regulated learning abilities. Upon course completion, the participants could autonomously generate artificial intelligence learning portfolios through the system on the basis of diagnostic results, creating a comprehensive record of their learning performance. These portfolios facilitated the elucidation of learner mastery levels through the accumulation of extensive learning data (big data) on the platform. A postcourse self-regulated learning questionnaire survey revealed a positive participant perception of the materialrecommendation mechanism and generated artificial intelligence learning portfolio. The participants demonstrated strong positive attitudes toward system reliability, learning attitudes, and metacognition but low perceptions of system utility, and low overall usage rates. Enhancing usage incentive, continuously refining the accuracy of the recommendation system's algorithms, and conducting comparative analyses with existing systems are essential to improve the recommendation system's perceived utility.
152;Knowledge Annotation for Intelligent Textbooks;With the increased popularity of electronic textbooks, there is a growing interest in developing a new generation of ``intelligent textbooks, '' which have the ability to guide readers according to their learning goals and current knowledge. Intelligent textbooks extend regular textbooks by integrating machine-manipulable knowledge, and the most popular type of integrated knowledge is a list of relevant concepts mentioned in the textbooks. With these concepts, multiple intelligent operations, such as content linking, content recommendation, or student modeling, can be performed. However, existing automatic keyphrase extraction methods, even supervised ones, cannot deliver sufficient accuracy to be practically useful in this task. Manual annotation by experts has been demonstrated to be a preferred approach for producing high-quality labeled data for training supervised models. However, most researchers in the education domain still consider the concept annotation process as an ad-hoc activity rather than a carefully executed task, which can result in low-quality annotated data. Using the annotation of concepts for the Introduction to Information Retrieval textbook as a case study, this paper presents a knowledge engineering method to obtain reliable concept annotations. As demonstrated by the data we collected, the inter-annotator agreement gradually increased along with our procedure, and the concept annotations we produced led to better results in document linking and student modeling tasks. The contributions of our work include a validated knowledge engineering procedure, a codebook for technical concept annotation, and a set of concept annotations for the target textbook, which could be used as a gold standard in further intelligent textbook research.
153;Selection of Audio Learning Resources Based on Big Data;Currently, audio learning resources account for a large proportion of the total online learning resources. Designing and implementing a method for optimizing and selecting audio learning resources based on big data of education will be of great significance to the recommendation of learning resources. Therefore, this paper studies a method for selecting audio learning resources based on the big data of education, with music learning as an example. First, the audio signals were converted into mel spectrograms, and accordingly, the mel-frequency cepstral coefficient features of audio learning resources were obtained. Then, on the basis of the conventional content-based audio recommendation algorithm, the established interest degree vector of target students with respect to music learning was expanded, and a collaborative filtering hybrid algorithm for audio learning resources that incorporates the interest degrees of neighbouring students was proposed, which effectively improved the accuracy and stability in the prediction of students' interest in music learning. Finally, the experimental results verified the feasibility and prediction accuracy of the proposed algorithm.
154;Interpretable Cognitive State Prediction via Temporal Fuzzy Cognitive Map;"Understanding student cognitive states is essential for assessing human learning. The deep neural networks (DNN)-inspired cognitive state prediction method improved prediction performance significantly; however, the lack of explainability with DNNs and the unitary scoring approach fail to reveal the factors influencing human learning. Identifying and understanding these factors remain a challenge. Thus, this article proposes the temporal fuzzy cognitive map (tFCM) model, which combines the prediction power of DNNs with the interpretability of fuzzy cognitive maps. In the proposed tFCM model, cognitive states are modeled as fuzzy, multidimensional, and interrelated vectors, which are input to a long short-term memory network for prediction. This integration allows the proposed model to combine the exceptional ability of DNNs to uncover latent factors with the distinct benefits of fuzzy cognitive maps' ability to reveal potential correlations. A comparative experiment was designed and conducted on a large-scale dataset to assess the predictive performance and interpretability of the proposed tFCM model. The results demonstrate tFCM's superior performance and interpretability compared to existing models. The findings of this study contribute to the development of a multidimensional quantitative model to represent cognitive states and an interpretable model architecture for state prediction."
155;A duplex adaptation mechanism in the personalized learning environment;The implementation of personalized learning environments presents a complex challenge in continuously analyzing the learning process and customizing instructional content for individual students. In response to this challenge, this study introduces a duplex adaptation mechanism. This innovative approach recommends learning content based on individual students' prior knowledge and concurrently adjusts learning activities according to their ongoing behavior. The mechanism was integrated within a personalized learning system focused on digital literacy. An empirical study, involving a sample of 336 secondary school students, was conducted to assess the impact of this approach on learning motivation and achievement. The findings reveal a significant enhancement in both student motivation and academic performance when compared to traditional methods. Most notably, the students expressed a marked preference for this duplex mechanism. This study provides a pivotal contribution to understanding the multi-dimensional benefits of such adaptive learning mechanisms and highlights the potential for its further application in personalized learning environments.
156;Empowering Instructors With AI: Evaluating the Impact of an AI-Driven Feedback Tool in Learning Analytics;Providing timely and personalized feedback on open-ended student responses is a challenge in education due to the increased workloads and time constraints educators face. While existing research has explored how learning analytic approaches can support feedback provision, previous studies have not sufficiently investigated educators' perspectives of how these strategies affect the assessment process. This article reports on the findings of a study that aimed to evaluate the impact of an artificial intelligence (AI)-driven platform designed to assist educators in the assessment and feedback process. Leveraging large language models and learning analytics, the platform supports educators by offering tag-based recommendations and AI-generated feedback to enhance the quality and efficiency of open-response evaluations. A controlled experiment involving 65 higher education instructors assessed the platform's effectiveness in real-world environments. Using the technology acceptance model, this study investigated the platform's usefulness and relevance from the instructors' perspectives. Moreover, we collected data from the platform's usage to identify partners in instructors' behavior for different scenarios. Results indicate that AI-driven feedback significantly improved instructors' ability to provide detailed personalized feedback in less time. This study contributes to the growing research on AI applications in educational assessment and highlights key considerations for adopting AI-driven tools in instructional settings.
157;How Do AI Technologies Augment Intelligent Information Services in Libraries? A Deep Learning-Based Topic Modeling and Temporal Analysis;Artificial intelligence (AI) is transforming library information services by enhancing user interaction, resource management, and academic support. However, fine-grained topic identification and evolution analysis in this field remain underexplored. This study identifies key research topics and tracks their development to uncover AI's trajectory in library information services. Leveraging deep learning-based topic modeling techniques-BERTopic and Dynamic Topic Modeling (DTM)-we analyzed 2,789 filtered article abstracts retrieved from the Web of Science Core Collection and Scopus databases published between 2015 and 2024. The modeling process involved several steps: we first generated document embeddings using Sentence-BERT, followed by dimensionality reduction with UMAP to project the high-dimensional vectors into a lower-dimensional space. We then applied HDBSCAN, a density-based clustering algorithm, to group semantically similar documents. Topic representations were constructed using class-based TF-IDF (c-TF-IDF) to identify the most representative keywords for each cluster. Finally, we employed DTM to examine the temporal evolution of these topics over the 2015-2024 period. The study identified 27 topics, including OCR for historical documents, multilingual processing, book recommendation systems, author name disambiguation, and misinformation detection, among others. These were further categorized into ten research directions, such as digital transformation, information retrieval, and scholarly communication. Temporal analysis revealed emerging AI-driven trends alongside steady growth in traditional areas like information literacy education. Findings highlight the growing integration of AI technologies into library information services. This study offers strategic insights for researchers and practitioners to innovate library information services and responsibly adopt AI technologies.
158;Evaluation and modeling of students' persistence and wheel-spinning propensities in formative assessments;"Persistence represents a crucial trait in learning. A lack of persistence prevents learners from fully mastering their current skills and makes it difficult for them to acquire new skills. It further hinders the administration of effective interventions by learning systems. Although most studies have focused on identifying non-persistence and unproductive persistence behaviors, few have attempted to model students' persistence propensity in learning. In the present study, we evaluated students' persistence propensity in formative assessments by using an item response theory model with their attempt data. In addition, we modeled their wheel-spinning propensity. The students (N = 115) of first-level mathematics classes at a high school in Japan underwent the aforementioned formative assessments; their log data were collected. Persistence propensity was found to be correlated with frequency-related statistics, and wheel-spinning propensity was correlated with correctness-related statistics. However, persistence and wheel-spinning propensities were not correlated. A comparison of the students' scores with various persistence and wheel-spinning propensities revealed that both traits considerably influenced their academic performance. The present study provides insights into the use of attempt data to evaluate various characteristics crucial for learning, which are otherwise difficult to evaluate."
